Team,Day of Week,Opponent,Home/Away,Wins,Losses,Total Games Played,Average Age of Team,Average Height (cm),Total Points
Suns,Fri,Utah,Away,9,6,15,28.05,199.1,267
Suns,Sun,New York,Home,10,6,16,28.05,199.1,211
Suns,Tue,Los Angeles,Home,11,6,17,28.05,199.1,220
Suns,Fri,Detroit,Home,12,6,18,28.05,199.1,210
Suns,Sat,Utah,Home,13,6,19,28.05,199.1,225
Suns,Mon,Sacramento,Away,14,6,20,28.05,199.1,239
Suns,Wed,Chicago,Home,15,6,21,28.05,199.1,245
Suns,Fri,Houston,Home,15,7,22,28.05,199.1,243
Suns,Sun,San Antonio,Away,16,7,23,28.05,199.1,228
Suns,Mon,Dallas,Away,16,8,24,28.05,199.1,241
Suns,Wed,Boston,Home,16,9,25,28.05,199.1,223
Suns,Fri,New Orleans,Away,16,10,26,28.05,199.1,245
Suns,Sun,New Orleans,Away,16,11,27,28.05,199.1,253
Suns,Tue,Houston,Away,16,12,28,28.05,199.1,208
Suns,Thu,A,Away,17,12,29,28.05,199.1,206
Suns,Sat,New Orleans,Home,18,12,30,28.05,199.1,232
Suns,Mon,Los Angeles,Home,19,12,31,28.05,199.1,234
Suns,Tue,Washington,Home,19,13,32,28.05,199.1,223
Suns,Fri,Memphis,Home,19,14,33,28.05,199.1,225
Suns,Sun,Denver,Away,19,15,34,28.05,199.1,253
Suns,Tue,Memphis,Away,20,15,35,28.05,199.1,233
Suns,Wed,Washington,Away,20,16,36,28.05,199.1,229
Suns,Fri,Toronto,Away,20,17,37,28.05,199.1,217
Suns,Mon,New York,Away,20,18,38,28.05,199.1,185
Suns,Wed,Cleveland,Away,21,22,43,28.05,199.1,178
Suns,Fri,Miami,Home,20,20,40,28.05,199.1,200
Suns,Sun,Cleveland,Home,20,21,41,28.05,199.1,210
Suns,Tue,Golden State,Away,21,21,42,28.05,199.1,238
Suns,Wed,Denver,Away,21,22,43,28.05,199.1,223
Trail Blazers,Wed,Sacramento,Away,1,0,1,24.78,198.7,223
Trail Blazers,Fri,Phoenix,Home,2,0,2,24.78,198.7,224
Trail Blazers,Sun,Los Angeles,Away,3,0,3,24.78,198.7,210
Trail Blazers,Mon,Denver,Home,4,0,4,24.78,198.7,245
Trail Blazers,Wed,Miami,Home,4,1,5,24.78,198.7,217
Trail Blazers,Fri,Houston,Home,5,1,6,24.78,198.7,236
Trail Blazers,Wed,Memphis,Home,5,2,7,24.78,198.7,217
Trail Blazers,Fri,Phoenix,Away,6,2,8,24.78,198.7,214
Trail Blazers,Sat,Phoenix,Away,6,3,9,24.78,198.7,184
Trail Blazers,Mon,Miami,Away,7,3,10,24.78,198.7,217
Trail Blazers,Wed,Charlotte,Away,8,3,11,24.78,198.7,200
Trail Blazers,Thu,New Orleans,Away,9,3,12,24.78,198.7,201
Trail Blazers,Sat,Dallas,Away,9,4,13,24.78,198.7,229
Trail Blazers,Tue,San Antonio,Home,10,4,14,24.78,198.7,227
Trail Blazers,Thu,Brooklyn,Home,10,5,15,24.78,198.7,216
Trail Blazers,Sat,Utah,Home,10,6,16,24.78,198.7,231
Trail Blazers,Mon,Milwaukee,Away,10,7,17,24.78,198.7,230
Trail Blazers,Wed,Cleveland,Away,10,8,18,24.78,198.7,210
Trail Blazers,Fri,New York,Away,11,8,19,24.78,198.7,261
Trail Blazers,Sun,Brooklyn,Away,11,9,20,24.78,198.7,208
Trail Blazers,Tue,A,Home,11,10,21,24.78,198.7,230
Trail Blazers,Wed,Los Angeles,Away,11,11,22,24.78,198.7,237
Trail Blazers,Sat,Utah,Away,12,11,23,24.78,198.7,227
Trail Blazers,Sun,Indiana,Home,13,11,24,24.78,198.7,216
Trail Blazers,Thu,Denver,Home,13,12,25,24.78,198.7,241
Trail Blazers,Sat,Minnesota,Home,14,12,26,24.78,198.7,242
Trail Blazers,Mon,Minnesota,Home,15,12,27,24.78,198.7,245
Trail Blazers,Wed,San Antonio,Away,16,12,28,24.78,198.7,240
Trail Blazers,Fri,Dallas,Away,16,13,29,24.78,198.7,240
Trail Blazers,Sat,Houston,Away,17,13,30,24.78,198.7,202
Trail Blazers,Mon,Oklahoma City,Away,17,14,31,24.78,198.7,244
Trail Blazers,Wed,Oklahoma City,Away,17,15,32,24.78,198.7,199
Trail Blazers,Fri,Denver,Away,17,16,33,24.78,198.7,227
Trail Blazers,Mon,Charlotte,Home,18,16,34,24.78,198.7,237
Trail Blazers,Fri,Golden State,Away,18,17,35,24.78,198.7,230
Trail Blazers,Mon,Detroit,Home,19,17,36,24.78,198.7,241
Trail Blazers,Wed,Minnesota,Away,19,18,37,24.78,198.7,219
Trail Blazers,Fri,Indiana,Away,19,19,38,24.78,198.7,207
Trail Blazers,Sun,Toronto,Away,19,20,39,24.78,198.7,222
Trail Blazers,Tue,Orlando,Home,19,21,40,24.78,198.7,215
Kings,Wed,Portland,Home,0,1,1,25.97,201.1,223
Kings,Sat,A,Home,0,2,2,25.97,201.1,220
Kings,Sun,Golden State,Away,0,3,3,25.97,201.1,255
Kings,Thu,Memphis,Home,0,4,4,25.97,201.1,235
Kings,Sat,Miami,Home,1,4,5,25.97,201.1,232
Kings,Mon,Charlotte,Away,2,4,6,25.97,201.1,223
Kings,Wed,Miami,Away,2,5,7,25.97,201.1,217
Kings,Sat,Orlando,Away,3,5,8,25.97,201.1,249
Kings,Mon,Golden State,Away,3,6,9,25.97,201.1,229
Kings,Wed,Cleveland,Home,4,6,10,25.97,201.1,247
Kings,Fri,Los Angeles,Away,5,6,11,25.97,201.1,234
Kings,Sun,Golden State,Home,6,6,12,25.97,201.1,237
Kings,Tue,Brooklyn,Home,7,6,13,25.97,201.1,274
Kings,Thu,San Antonio,Home,8,6,14,25.97,201.1,242
Kings,Sun,Detroit,Home,9,6,15,25.97,201.1,266
Kings,Tue,Memphis,Away,10,6,16,25.97,201.1,222
Kings,Wed,Atlanta,Away,10,7,17,25.97,201.1,221
Kings,Fri,Boston,Away,10,8,18,25.97,201.1,226
Kings,Mon,Phoenix,Home,10,9,19,25.97,201.1,239
Kings,Wed,Indiana,Home,11,9,20,25.97,201.1,251
Kings,Sat,A,Away,12,9,21,25.97,201.1,219
Kings,Sun,Chicago,Home,13,9,22,25.97,201.1,211
Kings,Wed,Milwaukee,Away,13,10,23,25.97,201.1,239
Kings,Fri,Cleveland,Away,14,10,24,25.97,201.1,201
Kings,Sun,New York,Away,14,11,25,25.97,201.1,211
Kings,Tue,Philadelphia,Away,14,12,26,25.97,201.1,226
Kings,Wed,Toronto,Away,15,12,27,25.97,201.1,247
Kings,Fri,Detroit,Away,16,12,28,25.97,201.1,235
Kings,Mon,Charlotte,Home,16,13,29,25.97,201.1,244
Kings,Wed,Los Angeles,Home,17,13,30,25.97,201.1,254
Kings,Fri,Washington,Home,17,14,31,25.97,201.1,236
Kings,Tue,Denver,Home,17,15,32,25.97,201.1,219
Kings,Wed,Denver,Home,18,15,33,25.97,201.1,253
Kings,Fri,Utah,Home,19,15,34,25.97,201.1,251
Kings,Sun,Memphis,Away,19,16,35,25.97,201.1,226
Kings,Tue,Utah,Away,20,16,36,25.97,201.1,232
Kings,Wed,Atlanta,Home,20,17,37,25.97,201.1,237
Kings,Sat,Los Angeles,Home,20,18,38,25.97,201.1,270
Kings,Mon,Orlando,Home,21,18,39,25.97,201.1,247
Kings,Wed,Houston,Home,22,18,40,25.97,201.1,250
Spurs,Wed,Charlotte,Home,0,1,1,23.84,201,231
Spurs,Fri,Indiana,Away,1,1,2,23.84,201,271
Spurs,Sat,Philadelphia,Away,2,1,3,23.84,201,219
Spurs,Mon,Minnesota,Away,3,1,4,23.84,201,221
Spurs,Wed,Minnesota,Away,3,2,5,23.84,201,256
Spurs,Fri,Chicago,Home,4,2,6,23.84,201,253
Spurs,Sun,Minnesota,Home,5,2,7,23.84,201,205
Spurs,Wed,Toronto,Home,5,3,8,23.84,201,243
Spurs,Fri,A,Home,5,4,9,23.84,201,219
Spurs,Sat,Denver,Away,5,5,10,23.84,201,227
Spurs,Mon,Denver,Home,5,6,11,23.84,201,224
Spurs,Wed,Memphis,Home,5,7,12,23.84,201,246
Spurs,Fri,Milwaukee,Home,6,7,13,23.84,201,204
Spurs,Mon,Golden State,Away,6,8,14,23.84,201,227
Spurs,Tue,Portland,Away,6,9,15,23.84,201,227
Spurs,Thu,Sacramento,Away,6,10,16,23.84,201,242
Spurs,Sat,A,Away,6,11,17,23.84,201,216
Spurs,Sun,Los Angeles,Away,6,12,18,23.84,201,215
Spurs,Wed,New Orleans,Home,6,13,19,23.84,201,239
Spurs,Fri,Los Angeles,Home,6,14,20,23.84,201,199
Spurs,Sat,Los Angeles,Home,6,15,21,23.84,201,281
Spurs,Wed,Oklahoma City,Away,6,16,22,23.84,201,230
Spurs,Fri,New Orleans,Home,6,17,23,23.84,201,216
Spurs,Sun,Phoenix,Home,6,18,24,23.84,201,228
Spurs,Thu,Houston,Home,7,18,25,23.84,201,227
Spurs,Sat,Miami,Away,8,18,26,23.84,201,226
Spurs,Mon,Cleveland,Home,9,18,27,23.84,201,223
Spurs,Wed,Portland,Home,9,19,28,23.84,201,240
Spurs,Sat,Miami,Home,9,20,29,23.84,201,212
Spurs,Mon,Houston,Away,10,20,30,23.84,201,229
Spurs,Thu,New Orleans,Away,10,21,31,23.84,201,243
Spurs,Fri,Orlando,Away,10,22,32,23.84,201,246
Spurs,Mon,Utah,Home,11,22,33,23.84,201,248
Spurs,Tue,Oklahoma City,Away,11,23,34,23.84,201,244
Spurs,Thu,New York,Home,12,23,35,23.84,201,237
Spurs,Sat,Dallas,Home,12,24,36,23.84,201,251
Spurs,Mon,Brooklyn,Away,12,25,37,23.84,201,242
Spurs,Wed,New York,Away,12,26,38,23.84,201,231
Spurs,Fri,Detroit,Home,13,26,39,23.84,201,230
Spurs,Sat,Boston,Home,13,27,40,23.84,201,237
Spurs,Mon,Memphis,Away,13,28,41,23.84,201,234
Spurs,Wed,Memphis,Away,13,29,42,23.84,201,264
Raptors,Wed,Cleveland,Home,1,0,1,25.88,199.6,213
Raptors,Fri,Brooklyn,Away,1,1,2,25.88,199.6,214
Raptors,Sat,Miami,Away,1,2,3,25.88,199.6,221
Raptors,Mon,Miami,Away,2,2,4,25.88,199.6,188
Raptors,Wed,Philadelphia,Home,3,2,5,25.88,199.6,228
Raptors,Fri,Philadelphia,Home,3,3,6,25.88,199.6,202
Raptors,Mon,Atlanta,Home,4,3,7,25.88,199.6,248
Raptors,Wed,San Antonio,Away,5,3,8,25.88,199.6,243
Raptors,Fri,Dallas,Away,5,4,9,25.88,199.6,221
Raptors,Sun,Chicago,Home,6,4,10,25.88,199.6,217
Raptors,Mon,Chicago,Away,6,5,11,25.88,199.6,208
Raptors,Wed,Houston,Home,7,5,12,25.88,199.6,225
Raptors,Fri,Oklahoma City,Away,7,6,13,25.88,199.6,245
Raptors,Sat,Indiana,Away,7,7,14,25.88,199.6,222
Raptors,Mon,Detroit,Away,8,7,15,25.88,199.6,226
Raptors,Wed,Miami,Home,9,7,16,25.88,199.6,216
Raptors,Sat,Atlanta,Away,9,8,17,25.88,199.6,246
Raptors,Wed,Brooklyn,Home,9,9,18,25.88,199.6,210
Raptors,Sat,Dallas,Home,10,9,19,25.88,199.6,205
Raptors,Mon,Cleveland,Home,11,9,20,25.88,199.6,188
Raptors,Wed,New Orleans,Away,11,10,21,25.88,199.6,234
Raptors,Fri,Brooklyn,Away,11,11,22,25.88,199.6,219
Raptors,Sat,Orlando,Home,12,11,23,25.88,199.6,229
Raptors,Mon,Boston,Home,12,12,24,25.88,199.6,226
Raptors,Wed,Los Angeles,Home,13,12,25,25.88,199.6,239
Raptors,Fri,Orlando,Away,13,13,26,25.88,199.6,222
Raptors,Sun,Orlando,Away,13,14,27,25.88,199.6,210
Raptors,Wed,Sacramento,Home,13,15,28,25.88,199.6,247
Raptors,Fri,Brooklyn,Home,13,16,29,25.88,199.6,235
Raptors,Sun,Golden State,Home,13,17,30,25.88,199.6,236
Raptors,Mon,Philadelphia,Away,13,18,31,25.88,199.6,205
Raptors,Wed,New York,Away,14,18,32,25.88,199.6,219
Raptors,Fri,Cleveland,Away,15,18,33,25.88,199.6,225
Raptors,Tue,A,Home,15,19,34,25.88,199.6,237
Raptors,Thu,Memphis,Home,15,20,35,25.88,199.6,225
Raptors,Fri,Phoenix,Home,16,20,36,25.88,199.6,217
Raptors,Mon,Indiana,Away,16,21,37,25.88,199.6,236
Raptors,Wed,Milwaukee,Home,16,22,38,25.88,199.6,205
Raptors,Fri,New York,Home,16,23,39,25.88,199.6,220
Raptors,Sun,Portland,Home,17,23,40,25.88,199.6,222
Raptors,Tue,Charlotte,Home,18,23,41,25.88,199.6,252
Jazz,Wed,Denver,Home,1,0,1,25.86,197.4,225
Jazz,Fri,Minnesota,Away,2,0,2,25.86,197.4,258
Jazz,Sun,New Orleans,Away,3,0,3,25.86,197.4,243
Jazz,Mon,Houston,Away,3,1,4,25.86,197.4,222
Jazz,Wed,Houston,Home,4,1,5,25.86,197.4,210
Jazz,Fri,Denver,Away,4,2,6,25.86,197.4,218
Jazz,Sat,Memphis,Home,5,2,7,25.86,197.4,247
Jazz,Mon,Memphis,Home,6,2,8,25.86,197.4,226
Jazz,Wed,Dallas,Away,6,3,9,25.86,197.4,203
Jazz,Fri,Los Angeles,Away,7,3,10,25.86,197.4,246
Jazz,Sun,A,Away,8,3,11,25.86,197.4,212
Jazz,Mon,Los Angeles,Home,9,3,12,25.86,197.4,255
Jazz,Wed,Atlanta,Away,10,3,13,25.86,197.4,244
Jazz,Sat,Washington,Away,10,4,14,25.86,197.4,233
Jazz,Sun,Philadelphia,Away,10,5,15,25.86,197.4,203
Jazz,Tue,New York,Home,10,6,16,25.86,197.4,229
Jazz,Fri,Phoenix,Home,11,6,17,25.86,197.4,267
Jazz,Sat,Portland,Away,12,6,18,25.86,197.4,231
Jazz,Mon,A,Away,12,7,19,25.86,197.4,235
Jazz,Wed,Detroit,Home,12,8,20,25.86,197.4,241
Jazz,Fri,Golden State,Away,12,9,21,25.86,197.4,247
Jazz,Sat,Phoenix,Away,12,10,22,25.86,197.4,225
Jazz,Mon,Chicago,Home,12,11,23,25.86,197.4,221
Jazz,Wed,A,Home,13,11,24,25.86,197.4,237
Jazz,Fri,Indiana,Home,14,11,25,25.86,197.4,258
Jazz,Sat,Portland,Home,14,12,26,25.86,197.4,227
Jazz,Wed,Golden State,Home,15,12,27,25.86,197.4,247
Jazz,Fri,Minnesota,Home,15,13,28,25.86,197.4,226
Jazz,Sat,Denver,Away,15,14,29,25.86,197.4,225
Jazz,Tue,New Orleans,Home,16,14,30,25.86,197.4,221
Jazz,Thu,New Orleans,Home,17,14,31,25.86,197.4,261
Jazz,Sat,Milwaukee,Away,17,15,32,25.86,197.4,220
Jazz,Mon,Cleveland,Away,17,16,33,25.86,197.4,221
Jazz,Tue,Detroit,Away,18,16,34,25.86,197.4,237
Jazz,Thu,Washington,Home,19,16,35,25.86,197.4,232
Jazz,Mon,San Antonio,Away,19,17,36,25.86,197.4,248
Jazz,Wed,Golden State,Away,19,18,37,25.86,197.4,219
Jazz,Fri,Sacramento,Away,19,19,38,25.86,197.4,251
Jazz,Sat,Miami,Home,19,20,39,25.86,197.4,249
Jazz,Tue,Sacramento,Home,19,21,40,25.86,197.4,232
Jazz,Thu,Houston,Away,20,21,41,25.86,197.4,245
Jazz,Sat,Chicago,Away,20,22,42,25.86,197.4,244
Jazz,Sun,Memphis,Away,20,23,43,25.86,197.4,241
Jazz,Tue,Cleveland,Home,21,23,44,25.86,197.4,230
Wizards,Wed,Indiana,Away,1,0,1,26.26,202.4,221
Wizards,Fri,Chicago,Home,2,0,2,26.26,202.4,202
Wizards,Sun,Cleveland,Away,2,1,3,26.26,202.4,224
Wizards,Tue,Detroit,Home,3,1,4,26.26,202.4,219
Wizards,Fri,Indiana,Home,3,2,5,26.26,202.4,244
Wizards,Sun,Boston,Away,3,3,6,26.26,202.4,206
Wizards,Mon,Philadelphia,Home,3,4,7,26.26,202.4,229
Wizards,Wed,Philadelphia,Away,4,4,8,26.26,202.4,232
Wizards,Fri,Brooklyn,Home,4,5,9,26.26,202.4,214
Wizards,Sun,Memphis,Away,4,6,10,26.26,202.4,200
Wizards,Mon,Charlotte,Away,5,6,11,26.26,202.4,208
Wizards,Thu,Dallas,Home,6,6,12,26.26,202.4,218
Wizards,Sat,Utah,Home,7,6,13,26.26,202.4,233
Wizards,Sun,Memphis,Home,8,6,14,26.26,202.4,194
Wizards,Wed,Oklahoma City,Home,8,7,15,26.26,202.4,241
Wizards,Fri,Miami,Home,9,7,16,26.26,202.4,213
Wizards,Sun,Charlotte,Home,10,7,17,26.26,202.4,208
Wizards,Wed,Miami,Away,10,8,18,26.26,202.4,218
Wizards,Fri,Miami,Away,10,9,19,26.26,202.4,217
Wizards,Sun,Boston,Away,10,10,20,26.26,202.4,251
Wizards,Mon,Minnesota,Home,11,10,21,26.26,202.4,269
Wizards,Wed,Brooklyn,Away,11,11,22,26.26,202.4,220
Wizards,Fri,Charlotte,Away,11,12,23,26.26,202.4,233
Wizards,Sun,Los Angeles,Home,11,13,24,26.26,202.4,249
Wizards,Wed,Chicago,Away,11,14,25,26.26,202.4,226
Wizards,Fri,Indiana,Away,11,15,26,26.26,202.4,232
Wizards,Sat,A,Home,11,16,27,26.26,202.4,221
Wizards,Mon,Brooklyn,Home,11,17,28,26.26,202.4,212
Wizards,Wed,Denver,Away,11,18,29,26.26,202.4,269
Wizards,Sat,A,Away,11,19,30,26.26,202.4,195
Wizards,Sun,Los Angeles,Away,11,20,31,26.26,202.4,236
Wizards,Tue,Phoenix,Away,12,20,32,26.26,202.4,223
Wizards,Thu,Utah,Away,12,21,33,26.26,202.4,232
Wizards,Fri,Sacramento,Away,13,21,34,26.26,202.4,236
Wizards,Tue,Philadelphia,Home,14,21,35,26.26,202.4,227
Wizards,Wed,Phoenix,Home,15,21,36,26.26,202.4,229
Wizards,Fri,Orlando,Away,16,21,37,26.26,202.4,219
Wizards,Sun,Milwaukee,Away,17,21,38,26.26,202.4,213
Wizards,Tue,Milwaukee,Away,17,22,39,26.26,202.4,236
Wizards,Fri,Oklahoma City,Away,17,23,40,26.26,202.4,237
Wizards,Mon,New Orleans,Home,17,24,41,26.26,202.4,244
Wizards,Wed,Chicago,Home,18,24,42,26.26,202.4,197
