Date,Revenue,Day of Week,Day of Month,Month,Year,1st Floor Sales,To Go Sales,Mezzanine Sales,Roof Sales,Banquet Sales,One_Day_Prior_Revenue,Two_Days_Prior_Revenue,Three_Days_Prior_Revenue,Four_Days_Prior_Revenue,Five_Days_Prior_Revenue,Six_Days_Prior_Revenue,Seven_Days_Prior_Revenue,Seven_Days_Prior_Summed_Revenue
12/16/2020,3133.62,Wednesday,16,12,2020,914,575,923.25,0,0,3687.01,1587.7,2363.47,5023.13,9430.99,6329.48,3031.58,31453.36
12/17/2020,3198.73,Thursday,17,12,2020,832.28,329.5,916,372.75,0,3133.62,3687.01,1587.7,2363.47,5023.13,9430.99,6329.48,31555.4
12/18/2020,5341.88,Friday,18,12,2020,"1,685.70","1,168.50","1,046.75",211.5,0,3198.73,3133.62,3687.01,1587.7,2363.47,5023.13,9430.99,28424.65
12/19/2020,4506.37,Saturday,19,12,2020,"1,057.00",742.75,"1,672.25",0,0,5341.88,3198.73,3133.62,3687.01,1587.7,2363.47,5023.13,24335.54
12/20/2020,2504.54,Sunday,20,12,2020,510.5,923,234.51,361.25,0,4506.37,5341.88,3198.73,3133.62,3687.01,1587.7,2363.47,23818.78
12/21/2020,1088.01,Monday,21,12,2020,171.25,394,294,35.5,0,2504.54,4506.37,5341.88,3198.73,3133.62,3687.01,1587.7,23959.85
12/22/2020,2743.52,Tuesday,22,12,2020,822.74,434.25,771.83,50.99,0,1088.01,2504.54,4506.37,5341.88,3198.73,3133.62,3687.01,23460.16
12/23/2020,1829.49,Wednesday,23,12,2020,486,438.25,545.5,0,0,2743.52,1088.01,2504.54,4506.37,5341.88,3198.73,3133.62,22516.67
12/26/2020,3841.14,Saturday,26,12,2020,754.25,607.25,776.75,782.25,0,1829.49,2743.52,1088.01,2504.54,4506.37,5341.88,3198.73,21212.54
12/27/2020,2384.08,Sunday,27,12,2020,396.75,737.75,247,536,0,3841.14,1829.49,2743.52,1088.01,2504.54,4506.37,5341.88,21854.95
12/28/2020,1460.03,Monday,28,12,2020,480.5,392,343.25,0,0,2384.08,3841.14,1829.49,2743.52,1088.01,2504.54,4506.37,18897.15
12/29/2020,2764.03,Tuesday,29,12,2020,812.81,308,945.8,0,0,1460.03,2384.08,3841.14,1829.49,2743.52,1088.01,2504.54,15850.81
12/30/2020,4885.94,Wednesday,30,12,2020,579,541.5,349.5,0,"2,047.50",2764.03,1460.03,2384.08,3841.14,1829.49,2743.52,1088.01,16110.3
12/31/2020,4295.2,Thursday,31,12,2020,"1,465.37",744.5,"1,123.62",0,0,4885.94,2764.03,1460.03,2384.08,3841.14,1829.49,2743.52,19908.23
1/1/2021,2494.96,Friday,1,1,2021,389.5,805.5,815.5,0,0,4295.2,4885.94,2764.03,1460.03,2384.08,3841.14,1829.49,21459.91
1/2/2021,2645.18,Saturday,2,1,2021,860,650.87,592.5,0,0,2494.96,4295.2,4885.94,2764.03,1460.03,2384.08,3841.14,22125.38
1/3/2021,1574.39,Sunday,3,1,2021,605,552.75,126.5,0,0,2645.18,2494.96,4295.2,4885.94,2764.03,1460.03,2384.08,20929.42
1/4/2021,1038.62,Monday,4,1,2021,232.75,190,247.17,147,0,1574.39,2645.18,2494.96,4295.2,4885.94,2764.03,1460.03,20119.73
1/5/2021,2443.25,Tuesday,5,1,2021,383.94,471,909.71,121.43,0,1038.62,1574.39,2645.18,2494.96,4295.2,4885.94,2764.03,19698.32
1/6/2021,1046.37,Wednesday,6,1,2021,287.75,277,289,0,0,2443.25,1038.62,1574.39,2645.18,2494.96,4295.2,4885.94,19377.54
1/7/2021,2094.53,Thursday,7,1,2021,677.75,612,357,0,0,1046.37,2443.25,1038.62,1574.39,2645.18,2494.96,4295.2,15537.97
1/8/2021,3964.62,Friday,8,1,2021,995.51,"1,229.25",900.25,0,0,2094.53,1046.37,2443.25,1038.62,1574.39,2645.18,2494.96,13337.3
1/9/2021,3707.39,Saturday,9,1,2021,"1,394.00",736,786,0,0,3964.62,2094.53,1046.37,2443.25,1038.62,1574.39,2645.18,14806.96
1/10/2021,3267.94,Sunday,10,1,2021,781.75,816.25,"1,031.00",0,0,3707.39,3964.62,2094.53,1046.37,2443.25,1038.62,1574.39,15869.17
1/11/2021,1910.26,Monday,11,1,2021,709.75,272.5,448,0,0,3267.94,3707.39,3964.62,2094.53,1046.37,2443.25,1038.62,17562.72
1/12/2021,2638.58,Tuesday,12,1,2021,758.13,268.5,750.83,110.98,0,1910.26,3267.94,3707.39,3964.62,2094.53,1046.37,2443.25,18434.36
1/13/2021,1855.97,Wednesday,13,1,2021,934.75,191,257.5,24,0,2638.58,1910.26,3267.94,3707.39,3964.62,2094.53,1046.37,18629.69
1/14/2021,2756.29,Thursday,14,1,2021,977.75,439,715,0,0,1855.97,2638.58,1910.26,3267.94,3707.39,3964.62,2094.53,19439.29
1/15/2021,3944.86,Friday,15,1,2021,"1,017.00",834,879.75,0,0,2756.29,1855.97,2638.58,1910.26,3267.94,3707.39,3964.62,20101.05
1/16/2021,6019.84,Saturday,16,1,2021,"2,003.75",741.25,"1,509.75",35,0,3944.86,2756.29,1855.97,2638.58,1910.26,3267.94,3707.39,20081.29
1/17/2021,4575.49,Sunday,17,1,2021,"1,472.00",877.75,"1,064.25",21,0,6019.84,3944.86,2756.29,1855.97,2638.58,1910.26,3267.94,22393.74
1/24/2021,0,Sunday,24,1,2021,0,0,0,0,0,4575.49,6019.84,3944.86,2756.29,1855.97,2638.58,1910.26,23701.29
1/26/2021,0,Tuesday,26,1,2021,0,0,0,0,0,0,4575.49,6019.84,3944.86,2756.29,1855.97,2638.58,21791.03
1/28/2021,954.55,Thursday,28,1,2021,0,0,0,0,0,0,0,4575.49,6019.84,3944.86,2756.29,1855.97,19152.45
2/3/2021,0,Wednesday,3,2,2021,0,0,0,0,0,954.55,0,0,4575.49,6019.84,3944.86,2756.29,18251.03
2/5/2021,0,Friday,5,2,2021,0,0,0,0,0,0,954.55,0,0,4575.49,6019.84,3944.86,15494.74
2/9/2021,3576.45,Tuesday,9,2,2021,"1,204.57",478.25,974.21,0,0,0,0,954.55,0,0,4575.49,6019.84,11549.88
2/10/2021,1143.53,Wednesday,10,2,2021,131.5,416,384.75,0,0,3576.45,0,0,954.55,0,0,4575.49,9106.49
2/11/2021,3633.68,Thursday,11,2,2021,"1,001.25",702.5,"1,064.75",0,0,1143.53,3576.45,0,0,954.55,0,0,5674.53
2/12/2021,6119.02,Friday,12,2,2021,"1,990.75",722,"1,924.50",0,0,3633.68,1143.53,3576.45,0,0,954.55,0,9308.21
2/13/2021,5188.6,Saturday,13,2,2021,"1,743.00",785.5,"1,450.00",0,0,6119.02,3633.68,1143.53,3576.45,0,0,954.55,15427.23
2/16/2021,1345.27,Tuesday,16,2,2021,723.87,312.5,0,0,0,5188.6,6119.02,3633.68,1143.53,3576.45,0,0,19661.28
2/18/2021,3496.29,Thursday,18,2,2021,"1,355.00",154.5,"1,141.00",0,0,1345.27,5188.6,6119.02,3633.68,1143.53,3576.45,0,21006.55
2/19/2021,5854.86,Friday,19,2,2021,"2,217.50",641.25,"1,530.88",0,0,3496.29,1345.27,5188.6,6119.02,3633.68,1143.53,3576.45,24502.84
2/20/2021,7528.22,Saturday,20,2,2021,"3,133.00",917.25,"1,615.75",0,0,5854.86,3496.29,1345.27,5188.6,6119.02,3633.68,1143.53,26781.25
2/23/2021,3145.62,Tuesday,23,2,2021,958.54,292.5,"1,042.25",0,0,7528.22,5854.86,3496.29,1345.27,5188.6,6119.02,3633.68,33165.94
2/24/2021,2095.57,Wednesday,24,2,2021,416.75,617.75,586.5,0,0,3145.62,7528.22,5854.86,3496.29,1345.27,5188.6,6119.02,32677.88
2/25/2021,4791.98,Thursday,25,2,2021,"1,766.00",728,"1,190.00",0,0,2095.57,3145.62,7528.22,5854.86,3496.29,1345.27,5188.6,28654.43
2/26/2021,6707.3,Friday,26,2,2021,"2,638.50","1,074.25","1,443.25",0,0,4791.98,2095.57,3145.62,7528.22,5854.86,3496.29,1345.27,28257.81
2/27/2021,8001.91,Saturday,27,2,2021,"3,244.75",816,"1,898.50",0,0,6707.3,4791.98,2095.57,3145.62,7528.22,5854.86,3496.29,33619.84
3/1/2021,0,Monday,1,3,2021,0,0,0,0,0,8001.91,6707.3,4791.98,2095.57,3145.62,7528.22,5854.86,38125.46
3/2/2021,4758.1,Tuesday,2,3,2021,"1,163.81",305,780.35,"1,270.06",0,0,8001.91,6707.3,4791.98,2095.57,3145.62,7528.22,32270.6
3/3/2021,4351.81,Wednesday,3,3,2021,"1,165.50",323.5,458.65,"1,318.00",0,4758.1,0,8001.91,6707.3,4791.98,2095.57,3145.62,29500.48
3/4/2021,5350.71,Thursday,4,3,2021,"1,309.50",578.5,924,"1,187.25",0,4351.81,4758.1,0,8001.91,6707.3,4791.98,2095.57,30706.67
3/5/2021,8621.99,Friday,5,3,2021,"2,368.47",750.5,"1,813.92","1,574.25",0,5350.71,4351.81,4758.1,0,8001.91,6707.3,4791.98,33961.81
3/6/2021,10675.58,Saturday,6,3,2021,"2,384.50",719.5,"2,130.61","2,743.75",0,8621.99,5350.71,4351.81,4758.1,0,8001.91,6707.3,37791.82
3/8/2021,0,Monday,8,3,2021,0,0,0,0,0,10675.58,8621.99,5350.71,4351.81,4758.1,0,8001.91,41760.1
3/9/2021,4830.32,Tuesday,9,3,2021,"1,193.24",441.75,894.91,"1,080.82",0,0,10675.58,8621.99,5350.71,4351.81,4758.1,0,33758.19
3/10/2021,5276.38,Wednesday,10,3,2021,"1,378.20",809.5,762.75,755.22,0,4830.32,0,10675.58,8621.99,5350.71,4351.81,4758.1,38588.51
3/11/2021,4718.43,Thursday,11,3,2021,"1,392.50",591.75,"1,128.75",538,0,5276.38,4830.32,0,10675.58,8621.99,5350.71,4351.81,39106.79
3/12/2021,6901.86,Friday,12,3,2021,"2,257.75",959.25,"2,038.25",0,0,4718.43,5276.38,4830.32,0,10675.58,8621.99,5350.71,39473.41
3/13/2021,8728.13,Saturday,13,3,2021,"2,081.25",975.5,"1,628.50","1,976.50",0,6901.86,4718.43,5276.38,4830.32,0,10675.58,8621.99,41024.56
3/15/2021,0,Monday,15,3,2021,0,0,0,0,0,8728.13,6901.86,4718.43,5276.38,4830.32,0,10675.58,41130.7
3/16/2021,5743.58,Tuesday,16,3,2021,"1,179.90",585,"1,084.38","1,407.88",0,0,8728.13,6901.86,4718.43,5276.38,4830.32,0,30455.12
3/17/2021,3915.1,Wednesday,17,3,2021,"1,760.50",371,860.75,0,0,5743.58,0,8728.13,6901.86,4718.43,5276.38,4830.32,36198.7
3/18/2021,5423.96,Thursday,18,3,2021,"2,109.25",743,"1,226.50",62.25,0,3915.1,5743.58,0,8728.13,6901.86,4718.43,5276.38,35283.48
3/19/2021,8760.75,Friday,19,3,2021,"1,973.25","1,164.50","1,269.49","2,285.25",0,5423.96,3915.1,5743.58,0,8728.13,6901.86,4718.43,35431.06
3/20/2021,10155.96,Saturday,20,3,2021,"2,439.50",710,"2,106.50","2,426.25",0,8760.75,5423.96,3915.1,5743.58,0,8728.13,6901.86,39473.38
3/22/2021,0,Monday,22,3,2021,0,0,0,0,0,10155.96,8760.75,5423.96,3915.1,5743.58,0,8728.13,42727.48
3/23/2021,5519.1,Tuesday,23,3,2021,"1,445.46",527,855.37,"1,265.75",0,0,10155.96,8760.75,5423.96,3915.1,5743.58,0,33999.35
3/24/2021,3352.33,Wednesday,24,3,2021,994.25,633.25,917.5,58,0,5519.1,0,10155.96,8760.75,5423.96,3915.1,5743.58,39518.45
3/25/2021,5451.07,Thursday,25,3,2021,"1,432.00",629.5,785.25,"1,236.00",0,3352.33,5519.1,0,10155.96,8760.75,5423.96,3915.1,37127.2
3/26/2021,10973.21,Friday,26,3,2021,"2,606.50",871,"1,481.00","3,333.50",0,5451.07,3352.33,5519.1,0,10155.96,8760.75,5423.96,38663.17
3/27/2021,12320.68,Saturday,27,3,2021,"2,425.25","1,212.25","1,744.00","3,923.25",0,10973.21,5451.07,3352.33,5519.1,0,10155.96,8760.75,44212.42
3/29/2021,0,Monday,29,3,2021,0,0,0,0,0,12320.68,10973.21,5451.07,3352.33,5519.1,0,10155.96,47772.35
3/30/2021,6226.03,Tuesday,30,3,2021,"1,446.38",303.47,998.23,"1,695.66",0,0,12320.68,10973.21,5451.07,3352.33,5519.1,0,37616.39
3/31/2021,3666.56,Wednesday,31,3,2021,656.25,342,761.75,"1,052.25",0,6226.03,0,12320.68,10973.21,5451.07,3352.33,5519.1,43842.42
4/1/2021,6912.7,Thursday,1,4,2021,"1,514.50",437,"1,020.00","1,989.75",42,3666.56,6226.03,0,12320.68,10973.21,5451.07,3352.33,41989.88
4/2/2021,10537.09,Friday,2,4,2021,"4,225.76",761.5,"1,056.00","1,332.75",358,6912.7,3666.56,6226.03,0,12320.68,10973.21,5451.07,45550.25
4/3/2021,6820.47,Saturday,3,4,2021,"1,514.00",785.5,643.5,"2,220.50",0,10537.09,6912.7,3666.56,6226.03,0,12320.68,10973.21,50636.27
4/6/2021,6430.81,Tuesday,6,4,2021,"1,434.87",670,"1,169.78","1,503.97",0,6820.47,10537.09,6912.7,3666.56,6226.03,0,12320.68,46483.53
4/7/2021,3512.54,Wednesday,7,4,2021,744.25,469.5,714,792.75,0,6430.81,6820.47,10537.09,6912.7,3666.56,6226.03,0,40593.66
4/8/2021,6294.73,Thursday,8,4,2021,"1,424.25",259,998.75,"1,931.25",0,3512.54,6430.81,6820.47,10537.09,6912.7,3666.56,6226.03,44106.2
4/9/2021,10550.42,Friday,9,4,2021,"2,595.75","1,562.50","2,263.25","1,431.50",0,6294.73,3512.54,6430.81,6820.47,10537.09,6912.7,3666.56,44174.9
4/10/2021,15096.72,Saturday,10,4,2021,"2,942.50","2,201.75","2,236.00","3,686.50",0,10550.42,6294.73,3512.54,6430.81,6820.47,10537.09,6912.7,51058.76
4/13/2021,4959.63,Tuesday,13,4,2021,"1,342.71",633,"1,186.80",419.31,0,15096.72,10550.42,6294.73,3512.54,6430.81,6820.47,10537.09,59242.78
4/14/2021,4026.9,Wednesday,14,4,2021,"1,482.25",705.75,860,12,0,4959.63,15096.72,10550.42,6294.73,3512.54,6430.81,6820.47,53665.32
4/15/2021,5088.29,Thursday,15,4,2021,"1,877.99",626,"1,272.75",0,0,4026.9,4959.63,15096.72,10550.42,6294.73,3512.54,6430.81,50871.75
4/16/2021,17619.42,Friday,16,4,2021,"6,180.75","2,038.75","3,391.50",0,"1,597.00",5088.29,4026.9,4959.63,15096.72,10550.42,6294.73,3512.54,49529.23
4/17/2021,24072.4,Saturday,17,4,2021,"5,249.75","1,055.85","3,441.00","3,905.00","2,111.50",17619.42,5088.29,4026.9,4959.63,15096.72,10550.42,6294.73,63636.11
4/20/2021,9007,Tuesday,20,4,2021,"1,910.09",357.25,"1,372.12","1,191.69","1,505.47",24072.4,17619.42,5088.29,4026.9,4959.63,15096.72,10550.42,81413.78
4/21/2021,5370.16,Wednesday,21,4,2021,"1,221.25",553.5,862,"1,066.25",305,9007,24072.4,17619.42,5088.29,4026.9,4959.63,15096.72,79870.36
4/22/2021,4502.56,Thursday,22,4,2021,"2,096.75",502,"1,015.00",0,0,5370.16,9007,24072.4,17619.42,5088.29,4026.9,4959.63,70143.8
4/23/2021,8421.39,Friday,23,4,2021,"3,101.65","1,195.00","2,142.75",0,0,4502.56,5370.16,9007,24072.4,17619.42,5088.29,4026.9,69686.73
4/24/2021,15393.63,Saturday,24,4,2021,"3,605.00",882.25,"2,834.00","4,077.88",0,8421.39,4502.56,5370.16,9007,24072.4,17619.42,5088.29,74081.22
4/27/2021,4471.35,Tuesday,27,4,2021,"1,290.35",479.5,"1,373.07",110.96,0,15393.63,8421.39,4502.56,5370.16,9007,24072.4,17619.42,84386.56
4/28/2021,3815.49,Wednesday,28,4,2021,"1,329.00",586.25,942,0,0,4471.35,15393.63,8421.39,4502.56,5370.16,9007,24072.4,71238.49
4/29/2021,7279.94,Thursday,29,4,2021,"1,323.25",519,"1,239.50","1,901.25",396.5,3815.49,4471.35,15393.63,8421.39,4502.56,5370.16,9007,50981.58
4/30/2021,12824.95,Friday,30,4,2021,"2,775.75",832.25,"1,599.75","3,921.50",495.5,7279.94,3815.49,4471.35,15393.63,8421.39,4502.56,5370.16,49254.52
5/1/2021,11907.86,Saturday,1,5,2021,"2,627.51",979,"1,580.25","3,060.25",456.5,12824.95,7279.94,3815.49,4471.35,15393.63,8421.39,4502.56,56709.31
5/4/2021,6456.46,Tuesday,4,5,2021,"2,198.17",383.75,949.25,"1,321.71",0,11907.86,12824.95,7279.94,3815.49,4471.35,15393.63,8421.39,64114.61
5/5/2021,6708.62,Wednesday,5,5,2021,"1,681.75",547.25,"1,168.75","1,345.18",0,6456.46,11907.86,12824.95,7279.94,3815.49,4471.35,15393.63,62149.68
5/6/2021,8143,Thursday,6,5,2021,"1,454.25",415.5,"1,591.00","1,553.00",847,6708.62,6456.46,11907.86,12824.95,7279.94,3815.49,4471.35,53464.67
5/7/2021,10823.56,Friday,7,5,2021,"2,011.95",720.5,"1,487.00","3,254.62",542,8143,6708.62,6456.46,11907.86,12824.95,7279.94,3815.49,57136.32
5/8/2021,15177.39,Saturday,8,5,2021,"6,656.45",784.5,"1,829.75",931,577,10823.56,8143,6708.62,6456.46,11907.86,12824.95,7279.94,64144.39
5/11/2021,5381.79,Tuesday,11,5,2021,"1,683.02",358.5,"1,311.24",622.77,0,15177.39,10823.56,8143,6708.62,6456.46,11907.86,12824.95,72041.84
